Nazwa,Kcal,Bialko,Weglowodany,Tluszcz
"Ser podpuszczkowy Skrzat - Lidl",343,25,0,27
"Ser Mozzarella - Lifetime",177,27.6,11.7,2.2
"Baton szyszka - Legal Cakes",181,12,31,1
"Serek wiejski ziarnisty Trzebowniska - Mlekovita",138,13,3.5,8
"grochowa wegetariańska",32,1,6,1
"Mieszanka bakaliowa słoneczne trio - rodzynki, miechunka, żurawina - Bakalland",310,3,66,1.6
"Naleśniki ze szpinakiem z sosem beszamelowym",192,6.6,19.6,9.9
"Wafle paprykowe",414,7.9,73,9.3
"Biszkopty - Starletki",376,9.6,74,4.5
"Wafelki familijne gofrowe waniliowe",525,7.5,61,28
"Wafle ryżowe standardowe",378,8.2,79.5,2.3
"Pasztet kresowy ze śliwką",220,11,5.2,17
"Zapiekanka kalafiorowa",180,6,20,10
"Flaczki wieprzowe w sosie pomidorowym - Pudliszki",52,5,4,2
"Ryba w galarecie - Tesco",52,7.2,3.7,0.3
"Praliny Delissimo z kremem orzechowym i chrupkami - Vobro",544,10.3,49.4,33.4
"ser ricotta galbani",169,8,5,13
"Jogurt truskawkowy - Aktiplus",75,3,13.5,0.8
"Deser jogurtowy Owocowa Wyspa wiśnia - Zott",109,3.7,18.5,2.2
"Zupa grochowa wegetariańska",77,4,13,1
"Deser jogurtowy z gruszkami Polskie Smaki - Bakoma",83,2.1,15.7,1.3
"Pieczywo chrupkie błonnikowe wieloziarniste z otrębami - Tovago",360,11,70,1.4
"Serdelki z kurcząt 285g - Drobimex",204,12,3,16
"Dżem truskawkowy - Grados",121,1,29,4
"Sałatka warzywna (z mięsem)",128,6.2,7.2,8
"Błonnik z ekstraktem z zielonej herbaty",371,13,62,2.9
"AMIX Whey Pure Fusion Protein",374,75,7.8,4.7
"Jogurt Twist z owocami lesnymi",79,2.9,12.8,1.8
"Serek kanapkowy sojowy - Valsoia",209,2.9,1.8,20
"Popcorn solony - Max Snack",483,10,55,23
"Ser śmietankowy twarogowy - Mleczarnia Piaski",237,16.5,2.4,18.5
"Wegańska kanapka z serkiem i ogórkiem",145,7,24,3
"Szynka Westfalska wędzona",214,21,1,14
"Mleczny ryż z kawałkami jabłek i cynamonem",110,2.7,21.7,1.3
"Chleb Fitness Style ze śliwką - Schulstad",201,5.7,37.2,1.4
"Paella  z owocami morza - Culinea",102,5.2,13.1,2.9
"Sałatka z serem białym typu śródziemnomorskiego - Vital Fresh",133,3.9,1.9,12
"Jogurt owocowy - Kaufland",85,3.7,14,1.5
"Sok wyciskany w domu z cytryny, jabłka, winogron i moreli",47,0.2,11.3,0.1
"Czekolada Daim - Milka",525,5.4,59,29.5
"Lody Magnum Double Peanut Butter",336,4.2,32,21
"Chipita 7 Days Croissants z czekoladą",450,7,44,26
"Kakao naturalne (proszek) - Wawel",252,22.5,13.6,10
"Sałatka z tuńczykiem i soczewicą II",73,7.8,12.4,1.1
"Salami paprykowe w plasterkach 100g - Bio Vege",275,32.9,4.8,13.8
"Filety śledziowe śródziemnomorskie z bazylią i pomidorami",299,11.9,5.6,25.4
"Zupa z marchwii i czerwonej soczewicy - Biedronka",52,3.5,6.6,0.7
"lody waniliowe z lidla",160,1.7,21.9,7.2
"Jajka z chrzanem",158,8,7,11
"Sałatka warzywno jajeczna",226,2.5,9.3,19.5
"Filety z makreli w sosie pomidorowym BMC",189,11,6,14
"Sos malinowy - Tymbark",255,0,62,0
"Kompot wieloowocowy kuchnia eksperta",47,0.9,9,0.4
"Serek kanapkowy z ogórkiem i koperkiem - Hochland",254,6,7,24
"Kiełbasa brocka",210,18.4,0,15.3
"Kiełbaski z szynki - Tarczyński",300,13.2,1,27
"Pasta z awokado i makreli",165,10,7,12
"Płatki granulat otrębowy z dodatkiem błonnika jabłkowego - Granex",328,9.7,56.9,3.4
"Kebab z warzywami",74,5.6,11.1,0.5
"Chipsy wielozbożowe wiosenna cebulka - Sunbites",480,7,62,22
"Płatki Corn Flakes - Smako",384,8.4,81.8,2.1
"Margaryna wegańska Vitaquell omega 3",632,1,0.3,70
"Chleb Walnötsbröd - Lidl",300,9.4,47.1,7.4
"Dynia mrożona - Hortex",33,1.3,4.9,0.5
"Sos koperkowo-ziołowy gotowy",460,0.4,6,48
"Gorąca czekolada DecoMoreno (25g+150ml wody)",101,1.7,20,1.4
"Pasta pomidorowa bruschetta",117,2.4,4.3,9.3
"Pulpeciki drobiowe",158,17.3,6,7.2
"Filety śledziowe w sosie śmietanowym - Seko",236,4.7,6.4,21
"Ser topiony Gouda - Lactima",259,12,5.4,21
"Chleb żytni słodowy - Kołodziej",239,7,46,1
"Biszkopt z jabłkiem",151,2.8,31,1.7
"Pestki słonecznika łuskanego - Japar",646,10,12,60
"Makaron durum Cavatappi - Biedronka",353,13,68,1.9
"Ser topiony lekki",146,12,5.3,8.7
"Chleb fitness Galeria Wypieków - Lubaszka",336,13.9,21.7,19.5
"Zupa fasolowa (mrożonka)",80,6,7,5
"Serek wiejski z warzywami",87,11,2,5
"Kasza jęczmienna perłowa - Plony Natury",343,8,69,2
"Wafel CzekoWafel XXL - Wedel",530,7.2,57,30
"Kotlety z kalafiora i kaszy jaglanej pieczone bez tluszczu",507,24,76,12
"Sałatka warzywna z groszkiem - Seko",177,2.1,14,12
"Ser tostowy",334,25,0,26
"Śmietanka sojowa",164,3.4,3,16
"Ryż preparowany",368,6.3,84.6,0.3
"Ser pleśniowy Gorgonzola Dop dolce miękki łagodny - Igor",323,19,1,27
"Ryż - NaturReis",360,7.5,75,2.5
"Chleb - Vital & Fit",253,8.5,40,5
"Ciastka Florentynki",561,12,50,34
"Chleb białkowy Eiweissbrot - Mestemacher",261,20.7,12.6,12.2
"Ciastka Migdałowe Iwony",13,0.4,0.1,1.1
"Sałatka z serem mozzarella - Fit & Easy",131,5.5,6.5,9
"Szynka Hinter Kochschinken",109,19.5,0.9,3
"Musli śliwka & zboża - Pilos",91,2.6,14.6,2.5
"Sok pomarańczowy pasteryzowany - Toma",44,1,10,0
"Sos Tzatziki Eridanous - Lidl",123,4,6.9,8.8
"Baton Bakoma Men",406,25,43,17
"Sok z selera",13,1,3.6,0
"Baton musli orzech arachidowy i laskowy - Vitanella",478,11,54,23.4
"flexit liquid",81,2,18,0
"Serek wiejski lekki ze szczypiorkiem Mlekovita",78,10.6,2.3,2.9
"Sałatka grillowa a la tzatziki - Lisner",248,1.1,13,21.1
"Zapiekanka z pieczarkami Rigga - Dr. Oetker",256,8.2,35.6,8.6
"Chleb - Wita",255,9.1,37,6.3
"Jogurt naturalny - Eridanous",105,3.2,3.8,8.5
"Filet z makreli w sosie pomidorowym - biedronka (amerigo)",245,9.2,4.8,21
"Jogurt naturalny low fat - Milbona",51,4.2,8,0.1
"Kefir o smaku waniliowym",68,3,11,1.3
"Wołowina antrykot (smażony)",220,30.4,0,10.2
"Baton musli orzechowy w polewie czekoladowej",409,7.9,60.9,13.2
"Sałatka Gumowskiej - płatki",375,13,55,10
"Sałtka Gumowskiej - dodatki",429,7,63,16
"Szarlotka owsiana",86,5,13,2
"Jogurt Jogobella z musli śliwki i daktyle - Zott",105,3.9,16.4,2.6
"groszek zielony mrożonka Bonduelle",70,5,9,1
"Sok Vitaminka jabłko, marchewka, truskawka - Hortex",42,0.6,9,0.4
"Baton Ba! Banan - Bakalland",432,4.5,72,14
"Jogurt z ziarnami - Danone",98,4.1,13.5,2.9
"Lody Algida Śmietankowa Trio Biscotta",160,2.5,26,5
"Popcorn mikrowellen salzig (popcorn z mikrofali solony)",394,9,53,15
"Granola fruit",431,7.6,66,14
"Twaróg Kvarg 0,2% - ICA",64,12,3.3,0.2
"Deser mleczny - Dessella",101,2.2,17,2.5
"Maliny suszone",363,2.5,90,1.3
"Śledzik na raz w sosie śmietanowym z grzybami - Lisner",301,5.4,5.9,28.4
"Lody Sorbet z wiśni - Grycan",117,0.4,28.1,0.2
"Czekolada jogurtowo-truskawkowa - Schogetten",564,6.5,53,36
"lody jogurtowe z miodem i orzechami pini Lidl",218,3.8,30,9.1
"Lasagne - Lidl",159,9,13.5,7.5
"Ziemniaki z wigilijnym bigosem (2:1) - śląskie danie 'Pańczkraut'",67,1.9,13.9,0.4
"Filet z kurczaka w sosie własnym w puszce (wysoka zawartość białka) - NikFood",113,26,0.4,1
"Chleb naturalny fitness orzechowy - Lubaszka",328,9.7,33,15
"polędwica z dorsza atlantyckiego w sosie pomidorowym z bazylią OCEAN PRIDE",69,7,3.5,3
"Kotlet 'mielony' z kaszy gryczanej 100g, pieczarek 160g, cebuli 60g +i 2 jaj",168,5.2,6.3,13.6
"Warzywa na patelnię po hiszpańsku - Proste Historie",55,1.9,8.7,1
"Zupa brokułowa z bulionem (d'aucy)",32,2.3,4.6,0.5
"Seitan naturalny",135,21.3,8.2,1.7
"Pasztet z pieczarek",200,8,5.8,15
"Pizza z salami surowa",237,10,26,10
"Kebab arabski mieszane mięso",127,6.8,12,5.5
"Mleko sojowe - Sante",39,3,3,2
"Płatki drożdżowe - Bio Planet",342,28,32,6
"Babeczka Muffin Bio",469,9,56,24
"Ciasto francuskie (Auchan)",378,4.9,33,23
"Fasola adzuki (ugotowana)",133,8.1,20.2,0.4
"Pizza Ristorante Mozzarella - Dr. Oetker",253,9.8,25.6,12.1
"Kanapka kurczak teryaki - Subway",135,10,21,2
"Mango suszone - Lidl",323,2,72,1
"Ryba faszerowana",180,12.3,19.6,6.1
"Pastella z makreli - Lisner",485,5.3,7.6,48
"Pasztet z makreli",215,18,0,16
"Baton energetyczny - Agisko",380,8.3,71.7,6.7
"Chipsy Strong - Lay's",514,6.4,52,30
"Oliwki czarne drylowane - Figaro",137,0.5,0,14.6
"Truskawka liofilizowana Frupp - Celiko",320,8,55,4
"Sok wieloowocowy",52,0.5,12,0.1
"Czekolada mięta Krokant - Lidl",518,5,59,29
"Pomidory smażone w kartonie",79,1.5,10,3.5
"Pędy bambusa (surowe)",27,2.6,5.2,0.3
"Dżem z fig niskosłodzony - Owocowa Rozkosz",152,0.5,36.5,0.5
"Wafelek Prince Polo karmelowe",530,5.7,61.5,28.5
"Zupa grzybowa bez przypraw FROSTA",47,2,8,0
"Sałatka pomidor ogórek 0%",23,2,4,0
"Jajka faszerowane",161,7,3,13
"Ciasto Brownie Wegan",458,7.4,39.9,30.9
"Kiełbaski Norymberskie",349,14,1,32
"Kawa (mrożona)",1,0.1,0,0
"Sok multiwitamina z jabłek, marchwi i malin Vitaminka - Hortex",44,0,10.9,0
"Mleko w proszku odtłuszczone Instant - Mlekovita",320,30,47,1
"Pierogi ruskie - Kotwica",171,5.4,32.8,1.8
"Serek zakopiański Światowid - Biedronka",271,25,0,19
"Baton bio musli z goją",372,9.1,70.6,7.7
"Ryż wiśniowy",108,3.1,19,2.2
"Napój Smoothie",54,0.6,11.8,0.2
"Lody Grand ajerkoniak",272,3.2,25.3,17.6
"Kakao ForFit (ziarno)",588,12,8,53
"Sok wieloowocowy 100% tłoczony - Sady Wincenta",36,0.1,8.9,0
"Płatki owsiane górskie extra - Młyn Stoisław",375,12,62,7.2
"Krab ugotowany",83,17.9,0,0.7
"Tuńczyk z warzywami Mexicana",224,10,5.9,17
"Jogurt Activia wiśniowy - Danone",94,4,14,3
"Baton Fig Bar z malinami - Nature's Bakery",380,6,70,9
"Dorsz ze szpinakiem",72,12.5,0.9,2
"Bagietka orkiszowa",269,11,37,8
"Paluchy z dodatkiem czarnych oliwek Grissini",448,10,68,14
"Ciasteczka owsiane z cynamonem",320,7.1,75.4,0.5
"Ryba z pieca z sosem prowansalskim - Frosta",123,13.6,3.3,6.2
"Majonez niskotłuszczowy - Mosso",433,1,6,45
"Ryba z pieca z sosem pesto - Frosta",129,10.9,5.1,7.1
"Czekolada Finest Dark Chocolate 74% - Bellarom",549,10.2,23.6,42.8
"Płatki owsiane z mlekiem i wiśniami  - NesVita",393,11.2,69.1,6.7
"Schab w plastrach - Mazury Ełk",111,19,1.3,3.4
"Paluszki beskidzkie o smaku ser cebulka",397,9.9,75,5.5
"Serek w plastrach Tost - Hochland",321,14,6,27
"Cukierki Daim",545,3.1,60.5,32
"Endywia (Cykoria)",17,1.3,3.4,0.2
"Jesiotr (pieczony)",135,20,0,5
"Drożdżówka Brioche - Tesco",283,6.5,49.5,6.3
"Sos 5 smaków",72,0.8,13.2,1.6
"Czekoladki z nadzieniem Tiramisu - Wawel",507,5.1,58,27
"Sok z owoców i warzyw z chili",24,1.3,4.3,0.2
"Napój izotoniczny Zero - Oshee",1,0,0,0
"Szynka pieczona Baklunder Wurstfabrikation - Aldi",107,21,1,2
"Ciastka Vitalki",475,8.8,57.9,21.7
"Kamyki Orzechowe - Jutrzenka",497,16,53,27
"Baranina (mięso mielone)",282,16.6,0,23.4
"Czosnek marynowany",205,2,35,6
"Sok jabłkowo porzeczkowy - Viva Natura",38,0.5,9.4,0.5
"Sok jabłko, brzoskwinia, morela 100% - Vital Fresh",46,0,11,0
"Chleb śniadaniowy",275,3.6,48.5,6
"Chleb z kiełkami pszenicy",252,8.2,48,1.3
"Orzechy laskowe w czekoladzie - Eurohansa",510,8,43.6,34
"Płatki Nesquik Duo - Nestle",392,7.8,76.3,4.8
"Kasza gryczana - Spar",344,13,63,3.1
"Sorbet truskawkowy - So fruity!",121,0.3,29,0.5
"Siemię lniane złociste",534,18,29,42
"Zupa jarzynowa 55g (po przyrządzeniu) - Winary",21,0.8,3.8,0.2
"Makaron krajaneczka - Lubella",359,12,72,0.6
"Biszkopty z galaretką",359,4,70,6.5
"Ryż Risotto - Tesco",364,7,82,0
"Wafelki o smaku śmietankowym Wadowice - Skawa",515,5.3,65,26
"Wafle ryżowe ze słonecznikiem - Britta",394,8,75,6
"Dżem Vitrac diet",160,0,40,0
"Śledź w oleju i chili",232,15,0.5,19
"Twaróg tłusty - Kaufland",163,17.2,3.4,9
"Jogurt Activia Brzoskwinia-Mango - Danone",74,3,12,1.6
"Burger wegetariański - sojowy",214,19,10,10
"Pita pszenna z czosnkiem i kolendrą",244,9.7,47.3,1.1
"Śledzik na raz w sosie pomidorowo-ziołowym - Lisner",114,7.4,8.6,5.4
"MACA Z POMIDORAMI I BAZYLIĄ CHABER",357,10,75,0.7
"Herbatniki - Bagatelka",399,6.6,72,8.8
"Kanapka Bacon&Cheese Whopper - Burger King",223,10.3,15.5,13.2
"Chrupki plecionka kukurydziana",393,8,88,1
"Marwit zupa krem z marchewski",36,0.7,5.3,0.9
"Jogurt wanilia - Optimel",38,3.3,5.1,0
"Serek śmietankowy Fromaggio z papryką 150 g (w plastrach) - Tesco",236,6,3,22
"Chipsy Crunchips chakalaka - Lorenz",507,6,53,29
"Kasza gryczana prażona - Biedronka",367,13,69,3
"Płatki Multi Fit pszenno-ryżowe jogurtowe - Bruggen",399,7.7,78.7,5
"Makaron kokardki Pastani (nieugotowany)",353,13,66,1.9
"Kruche ciasteczka zbożowe naturalne Kupiec",461,9,61,18
"Sos czosnkowy - Heinz",252,1.5,12,22
"Sok jabłkowy (koncentrat)",373,1,92,0
"Żurawina suszona z sokiem z granatu - Bakalland",343,0.1,80,0.5
"Twaróg półtłusty - Klimeko",162,13,8,9.3
"Pasztet z warzyw - Fit-Bomba",133,3.8,12.6,7.6
"Ser podpuszczkowy dojrzewający 12 miesięcy",385,31,0.5,29
"Zupa zacierkowa z zasmażką na maśle",55,1,7,2.5
"Wafle torcikowe śmietankowe - E. Wedel",555,5.9,60,32
"Lody Intenso Gold Tiramisu - Zielona Budka",111,1,15,5.1
"Chrupki Monster Munch - Lorenz",518,4.2,53,31
"Płatki śniadaniowe - Weetabix",362,12,69,2
"Mleko sojowe - Pro soya",29,4.5,1.4,0.6
"Ryż pełnoziarnisty (nieugotowany) - Favorit",340,7.5,71,3
"Naleśniki ze szpinakiem - Tesco",138,4.7,18,5
"Dżem granat z maliną - St. Darfur",232,0.5,56,0.8
"Piwo Fosters Radler",42,0,8,0
"Piwo Corona",42,0,14,0
"Sos do spaghetti pomidorowo-śmietanowy - Dawtona",57,1.1,8.6,1.9
"Iced Coffee White/Classic - Kruger",395,1,97,1
"Sałatka z tuńczyka i kaszy kuskus - Saupiquet",238,10,15,15
"Bulion do warzyw - Knorr",5,0.1,0.3,0.5
"Serek homogenizowany naturalny - Tutti",51,7.3,5,0.5
"Sałatka z ananasem",146,4,10,11
"Baton 7 zbóż w polewie jogurtowej brzoskwiniowy - Bakoma",382,4.9,62.7,10.9
"Sałatka z łososia po meksykańsku - Graal",83,4.5,8.6,3
"Sos sałatkowy",275,1.5,13.3,24.6
"Płatki ryżowo-pszenne z truskawkami i czekoladą (VitelleFit)",392,8.9,76.6,4.5
"Aquafaba (wegański majonez bez soi)",18,1,2.9,0.2
"Zupa z kurek kremowa",60,1,6,3.5
"Dorsz w panierce",216,17,10,13
"Czekolada Marzipan - Ritter Sport",484,6,53,27
"Pasta z tuńczyka princes",205,12.6,5.5,14.1
"Pasta z ostrych papryczek chilli Harissa - Sandra",41,2.2,1.2,2.2
"Sałatka z kapusty Jumbo",38,0.8,6.9,0.2
"Sardynki w sosie pomidorowym Amerigo",206,14,5.4,14
"Tortilla z hummusem",87,4,13,3
"Ciasto Brownie jaglane",212,10,23,9
"Galaretka z kurczaka Moniki",76,11,1,4
"Majonez zwykły",663,1,3.1,71.8
"Kawa zbożowa Caro z cukrem i mlekiem 2% - Nestle",85,1.2,16.1,1.7
"Deser Riso o smaku czekoladowym - Muller",110,3.3,18.3,2.5
"Serek kremowy (musztarda i miód) Apetina - Arla",197,7.3,7.7,15
"GO ON protein baton Vanilla + Insulin",437,19.3,42,19.9
"Zupa błyskawiczna ostro-kwaśna",73,1.3,9.3,3.4
"Ser wiedeński Ricotta",151,9.7,3.3,11
"Baton owocowy z dodatkiem jabłek i malin - Vitanella",65,0.4,13,0.7
"Filety śledziowe w sosie śmietanowym - Marinero",310,6,4,30
"Zupa pomidorowa z ryżem i indykiem",395,22.2,44.9,13.6
"Chleb tosotowy - Biedronka",265,7.8,51.5,2.6
"ZUPA KREM Z MARCHEWKI Z KOLENDRĄ MARWIT",35,0.7,5.1,0.9
"ciastka w czekoladzie",418,4.3,64,15
"Sok Vita Complex banan dynia cytryna - Tymbark",43,0,10,0
"Mieszanka chińska - Eco",62,2,12,0
"Kiełbaska vege biała",168,17,8,8
"Sos Pomidorowy pikantny Combino - Lidl",51,1.3,5.9,2.1
Żeberka,277,15,0,23
"Dżem czarny bez - Łowicz",154,1,34,1
"Kaszka manna - Lidl",137,3.4,15,7
"Baton zbożowy Musli śliwka i żurawina - Oshee",403,5.1,69.1,10.8
"Sałatka hetmańska - Rolnik",43,1.2,7.3,0.6
"Jogurt naturalny - Milbona",75,5,4.7,3.8
"lody sorbet porzeczkowy SORBETTO",120,0.8,28,0
"pierogi z grzybami Iglotex",155,4.3,30.4,1.3
"Jogurt zielony - Yeo Valley",82,4.6,6.5,4.2
"Dorsz bałtycki filety - Tesco",73,17,0,0.6
"Kasza Bulgur Mix - Monini (nieugotowana)",352,14.1,60.3,3.7
"FruVita Jogurt pitny brzoskwiniowy",81,2.9,12.8,2
"fasolka żółta Bonduelle",28,1.5,3.4,0.2
"Jogurt Fantasia white Ania Kruk - Danone",146,3.1,14.2,8.5
"Amarantuski orzechowe",413,13,64,10
"Ryż na mleku Riso light - Muller",76,3.1,10.7,2.3
"Deser Pierot - Olma",146,2.2,17.8,7.5
"Chleb dietetyczny z fasoli",215,20,20,8
"Napój Kakaowy Mix Fix - Kruger",375,3.5,84,2.3
"Ciastka cookies - Milka",495,5.8,62,24.5
"Kurczak Tikka Masala",234,16.2,23,8.9
"Ciastko Biskwit z bitą śmietaną i owocami",107,2,16.6,3.7
"Dżem morelowy - Łowicz",142,0.5,35,0.5
"Hamburgare orginal - ICA",180,12,0.5,15
"Batonik w czekoladzie ciemnej Fondente Dark Noir - Loacker",520,7.2,52,30
"Chleb ProFit - SPC",308,24.4,6.6,17.9
"Pieczywo chrupkie z kminkiem - Finn Crisp",339,10,59,2.6
"Symbio Ciastka Owsiane",461,7.1,60,21
"kasza manna do mleka",341,11,72,0.6
"Chrupki Maczugi keczupowe - Mr. Snaki",492,6,62,24
"Chipsy Chipsletten - Lorenz",515,4.3,58,29
"Amur pieczony w folii",67,13.8,0,1.3
"Zupa krem brokułowy - Biedronka",22,1,3,1
"Kawa mrożona Satino Coffee Latte - Bakoma",61,3.1,9.3,1.3
"Baton fitness delice milk chocolate - Nestle",86,1.4,15.4,1.6
"Mięso Mielone INDYK (Indrol)",238,12,2,20
"Wątroba cielęca",129,18.9,4,4.1
"Shake duży McDonald's",119,3.2,21,2.4
"Ryba Lin smażony",53,11.7,0,2.5
"Maślanka Stracciatella Mrągowska - Mlekpol",76,3.2,12,1.7
"whey protein MAMMUT",368,70.2,17.1,2.2
"Bulion (kostka) wołowa 10g - Winary",300,10,10,20
"Spód do pizzy - Henglein",261,6.6,44.1,5.1
"Lody Malaga - Zielona Budka",122,1.2,15,6.3
"Zupa instant ser w ziołach (po przyrządzeniu) - Knorr",80,1.5,9,4
"Schab z dzika",122,22,4,4
"Czekolada 60% Kakao z pistacjami - Coop",581,11,36,42
"Łosoś w sosie pomidorowym a'la pizza (konserwa) - Graal",149,13.7,6.2,7.2
"Chleb bez mąki z czarnuszką i orkiszem - Melvit",493,21,22,33
"Makaron Marco luksusowy (nitki) - Goliard",358,11,78.5,0
"Fix Rurki z kurczakiem w sosie pieczarkowym - Knorr",150,9,15,6
"Kanapka Filet-O-Fish - McDonald's",282,11,26,15
"Ser Bleu d'Auvergne",346,19.7,0,29.7
"Ser topiony kremowy z salami",296,7,4,28
"Lody Grand śmietanka",285,3.6,25,19
"Kiełbaski pieprzowe - Lidl",310,17.6,0.3,26.5
"Maślanka naturalna - Hula Krasula",36,3.1,4.8,0.5
"Sos kurkowy",55,1.8,8.2,1.5
"Ser twardy dojrzewający owczy hiszpański Manchego - Tesco",454,24,1.5,39
"Zapiekanka z ziemniakami i cukinią",290,9,29,15
"Zupa krem z pora",20,1,3,1
"Serek wiejski laktosfri 4%fett - Keso",100,13,1.8,4
"Jogurt musli - Biedronka",93,2.5,15,2.5
"Jogurt (drick kvarg) - Arla",45,5.5,4.5,0.1
"Chałwa czekoladowa",542,14.2,44.6,32.8
"Ciastka Hobnob",470,7.3,61.4,20.3
"Kabanosy z  łososia",326,27.4,0,24.3
"Salami z szynki z pieprzem - Zimbo",156,30,0.5,4
"Papryka grillowana w oleju słonecznikowym",72,0.6,8.4,3.6
"Cukierki Torciki truflowo-pistacjowe - Goplana",447,4.9,67,16
"Ciecierzyca w pomidorach",85,3.1,10.9,2.8
"Kisiel (proszek)",110,0.3,27,0
"Wafle ryżowe z jogurtem",495,5.1,67.2,22.7
"Baranina (mięso bez kości)",279,17.2,0,22.8
"Gęś (filet)",207,23,2.7,13
"Serek twarogowy do smarowania,lekki o obniżonej zawartości tłuszczu",102,9.5,3.8,5
Królik,136,20,0,5.5
"Makaron Sorenti łazanki (ugotowany)",156,6.6,31,0.7
"Chleb tostowy pelnoziarnisty Rasker Pågen",250,10,41,4.5
"Ser Mozzarella kulki - Tesco",231,19,0.5,17
"Śledź w majonezie",142,8.7,4.2,9.9
"Ryba Haddock",116,26.3,0,1.1
"Zupa krem z selera na kostce rosołowej",24,1,3,2
"Chleb bananowy",326,4,55,11
"Białko serwatkowe izolat",352,86,1,0.5
"Jogurt naturalny 2% - Sawuszkin",56,3.3,6.2,2
"Deser Serniczek na zimno - Pilos",169,5.2,19,8
"Wafle ryżowe wieloziarniste cienkie",379,8,72.9,4.4
"Sok świeży marchewkowy - Witmar",38,0,9,0
"Musli z orzechami",369,11.2,61.8,6.1
"Sos do szpinaku czosnkowo-serowy op.20g - Knorr",480,16,32,31
"Ciasto kruche podstawowe /samo ciasto/",430,5,50,24
"Salami z indyka (gotowane)",172,19.3,1.6,9.2
"Jogurt typu greckiego z owsianką z suszonymi śliwkami - Tolonis",96,5.7,14,1.6
"Pasta Tahini Prince",680,24,17,60
"Jogurt z truskawkami - Pilos",95,2.5,16,2.4
"Kasza gryczana eko",335,13.3,61.4,3.4
"Pianka jogurtowa z galaretką",130,4.7,13,7.5
"Batoniki owsiane z orzechami",533,6.2,59,30
"Baton musli o smaku orzechowym",338,7.5,60.3,8.6
"Płatki żytnie Vitte - Crownfield",363,11,69,2.3
"krokiety z kapustą i grzybami VIRTU",210,4.2,18,13
"Chrupki z mąką z komosy ryżowej ostra papryka - Vitanella",506,14,58,23
"Strucla wiśniowa PUTKA",286,5,53,6
"Napój ryżowy - Bio Drink",60,1,12,1
"Lody Śmietankowa Trio Tropicana - Algida",130,1.5,26,1.5
"Ciastka francuskie z ANANASEM",214,3,24,12
"granulki fibroki",386,13.5,57.4,8.5
"Kotlet z serem i papryką",99,14,2,4
"Ciastka Biscuits",482,6,64,22
"Mleko naturalne 2% - Bieluch",48,3,4.5,2
"Sos włoski Puttanesca - Łowicz",44,1.2,5.4,1.6
"Wafle ryżowe Jumbo o smaku sera Cheddar - Arroza",421,7.7,72,11
"Dados de pavo",70,15,1.3,0.5
"Lody waniliowo truskawkowo czekoladowe BEST SELLER",173,2.7,26,6.6
"śmietanka ŁACIATA do kawy 12% Mlekpol",134,2.7,3.9,12
"Jogurt Almighurt o smaku waniliowym z wsadem truskakowym - Ehrmann",102,2.8,16.5,2.8
"lody sorbetowe z mango i marakui SAN SORBETTINO",98,0.3,23.4,0.2
"Ziemniaki Bistro Mini",84,2.3,17.1,0.1
"Herbatniki Milka Choco Moo",495,6.9,68,21
"Białko karmel wanilia",378,63,21,4.7
"Jogurt Jogobella light owoce leśne - Zott",60,3.9,8.6,1.1
"Czekolada 78% kakao - Das Exquisite",527,10.5,22.4,40.2
"KRK Wrap Grillowany Antrykot Wołowy",118,8,10,5
"Koktajl Jogobella",77,2,12,1
"Lody kaktus dłuuuga polewka",179,0.1,23.9,8.6
"Lait fermenté",48,3.3,5.3,1.6
"Tajskie curry",79,7.3,4.9,3.7
"Sok jabłkowo-aroniowy - Viva-Natura",48,0,11,0
"Masło sojowe - Alpro",343,0,0,38
"Sok porzeczka - Tarczyn",43,0,10,0
"Pierogi z jabłkiem",138,3.2,29.6,1
"Wafle Zbożowo-ryżowe - Euro-Wafel",379,11,75,3
"Lody jogurtowe - Grycan",203,3,23,11
"Baton Ba! jabłko i rodzynki - Bakalland",439,5.1,68.2,15.5
"Fix gulasz węgierski",340,11,66,2.5
"Chłodnik litewski na jogurcie",28,1,4,2
"Serek Mascarpone - Natura",355,5.8,3,36
"Kluski z makiem i bakaliami",294,7.9,38.3,13.4
"BIO Ziarno Kakaowca - Ekogram Zielonki",342,19.8,10.8,24.5
"Zupa krem z kalafiora - Marwit",29,1.3,4.8,0.2
"Whey białko",130,25,2.3,2.4
"Nutella Dukana",216,21,28.4,2.1
"Mieszanka warzywna Steam à la French - Bonduelle",44,2.6,5.6,0.3
"Herbatniki musli czekoladowe - Emco",446,5.1,59,19
"Koktajl Kiciucha (jabłko, banan, mleko 2%, jogurt 2%, płatki gryczane, syrop klonowy)",75,4,20,2
"Makaron Świeży Pappardelle - Lidl",286,10.5,53,3
"Wafelek Grześki toffi",543,8,57,31.1
"Mus Kubuś",69,1,15,0
"Chleb Fit & Vital",241,7.5,40,4
"Ciastko 5 zbóż Rico Ranki - Lidl",442,8,71,13
"Czekolada łaciata - Milka",530,6.1,59.5,29.5
"Sałatka z buraczków i papryki",43,1.2,8.4,0
"Baton zbożowy Fitness Delice Choco hazelnut - Nestle",384,6.2,69.9,7.1
"Baton Corny truskawkowo - jogurtowy",442,6.7,63.3,17
"Wafelek Estella toffi XXL - Biedronka",533,7.4,56.8,30.7
"Piwo Risingsbo",30,0,3.5,0
"Sałatka pomidor ogórkek 2%",26,2,4,1
